Código,Nombre común,Nombre científico,Tipo de planta
D080B,,Rosa 'Presidente',ARBUSTO
C005A,,Rosa 'Priscilla Burton',ARBUSTO
A033,,Rosa 'Privée',ARBUSTO
E011,,Rosa 'Prosperity',ARBUSTO
D076B,,Rosa 'Purple Lodge',ARBUSTO
H08C,,Rosa 'Quatre Saisons Blanc Mousseaux',ARBUSTO
TD1B.3,,Rosa 'Queen Elizabeth Cl.',TAPIZANTE/TREPADORA
TB1C.1,,Rosa 'Queen Elizabeth Yellow',ARBUSTO
D014A,,Rosa 'Quirinal',ARBUSTO
B106B,,Rosa 'Radial',ARBUSTO
B079B,,Rosa 'Raffaello',ARBUSTO
C009G,,Rosa 'Raymond Nazereau',ARBUSTO
C008K,,Rosa 'Rebell',ARBUSTO
D035D,,Rosa 'Recuerdo de Felio Camprubi',ARBUSTO
B054B,,Rosa 'Reflets de Nacre',ARBUSTO
C002G,,Rosa 'Reflets de Saint Malo',ARBUSTO
E040,,Rosa 'Regatta',ARBUSTO
B013B,,Rosa 'REU palm',ARBUSTO
D054A,,Rosa 'Rimosa',ARBUSTO
FT04I,,Rosa 'Rimosa Cl.',TAPIZANTE/TREPADORA
C006B,,Rosa 'Robe de Neige',ARBUSTO
D081B,,Rosa 'Roch’n Rose',ARBUSTO
H15C,,Rosa 'Roi des Pourpres',ARBUSTO
C004D,,Rosa 'Roi Soleil',ARBUSTO
D074A,,Rosa 'Romantica 76',ARBUSTO
D089D,,Rosa 'Rosa de Friera',ARBUSTO
D096B,,Rosa 'Rosa del Camino de Santiago',ARBUSTO
B008D,,Rosa 'Rosa Union',ARBUSTO
D089B,,Rosa 'Rosaolor',ARBUSTO
H24B,,Rosa 'Rose de la Reine',ARBUSTO
H15B,,Rosa 'Rose du Roi',ARBUSTO
B108B,,Rosa 'Rosella',ARBUSTO
D102,,Rosa 'Rosmarin'89',ARBUSTO
A018,,Rosa 'Rote Mozart',ARBUSTO
B098A,,Rosa 'Roter Stern',ARBUSTO
BP57C,,Rosa 'Rotilia',ARBUSTO
TC1A.2,,Rosa 'Rouge',ARBUSTO
B025B,,Rosa 'Roxi',ARBUSTO
B067,,Rosa 'Royal Highness',ARBUSTO
A052A,,Rosa 'RT 08242',ARBUSTO
D104B,,Rosa 'RT 96145',ARBUSTO
SP22,,Rosa rubiginosa L.,ARBUSTO
H16G,,Rosa rugosa 'Alba Plena' Rehder,ARBUSTO
H16F,,Rosa rugosa 'Alba' Rehder,ARBUSTO
H16D,,Rosa rugosa 'Germánica',ARBUSTO
H16C,,Rosa rugosa 'Rubra Plena',ARBUSTO
E025,,Rosa 'Rustica',ARBUSTO
B041A,,Rosa 'Rusticana',ARBUSTO
E052A,,Rosa 'Saladino',ARBUSTO
AGRU,Agrostis/ Agrostis rubra,Gastridium ventricosum,HERB_PERENNES
C005H,,Rosa 'Samourai',ARBUSTO
TE2B.1,,Rosa 'Sander´s White Rambler',ARBUSTO
AB65B,,Rosa 'Santa Catalina',ARBUSTO
C003N,,Rosa 'Santa Tereza d´Avila',ARBUSTO
C003L,,Rosa 'Sarabande',ARBUSTO
C003B,,Rosa 'Satellite',ARBUSTO
D022B,,Rosa 'SB 09.72',ARBUSTO
D016B,,Rosa 'SB 11.02',ARBUSTO
D100B,,Rosa 'SB 2008.157',ARBUSTO
C006G,,Rosa 'SB 93205',ARBUSTO
A006,,Rosa 'Scarlet Meidiland',ARBUSTO
CA-409,,Gasteria armstronguii,CACTACEA/SUCULENTA
D093,,Rosa 'Schneeküsschen',ARBUSTO
E048A,,Rosa 'Sea Pearl',ARBUSTO
E044,,Rosa 'Senator Burda',ARBUSTO
H09E,,Rosa sericea 'Pteracantha' Delavay,ARBUSTO
D051A,,Rosa 'Sexy Rexy',ARBUSTO
E038,,Rosa 'Sharifa Asma',ARBUSTO
B017A,,Rosa 'Show Girl',ARBUSTO
SP03,,Rosa sicula Leopold Trattinnick,ARBUSTO
A024,,Rosa 'Silver Jubilee',ARBUSTO
A044B,,Rosa 'Simon Dot',ARBUSTO
C004L,,Rosa 'Snow Carpet',ARBUSTO
FM17,,Rosa 'Snow Meillandina',ARBUSTO
D013A,,Rosa 'Sonia',ARBUSTO
D023B,,Rosa 'Sonnenróschen',ARBUSTO
TA2B.1,,Rosa 'Soraya Cl.',TAPIZANTE/TREPADORA
D089C,,Rosa 'Souvenir de Josefina Pla',ARBUSTO
H13B,,Rosa 'Souvenir de la Malmaison',ARBUSTO
H16B,,Rosa 'Souvenir de Yeddo',ARBUSTO
C004C,,Rosa 'Spahi',ARBUSTO
FM09,,Rosa 'Spot Meillandina',ARBUSTO
SP24,,Rosa squarrosa,ARBUSTO
B089A,,Rosa 'Sra. de Bornás',ARBUSTO
B074A,,Rosa 'Sra. de Franco',ARBUSTO
C009C,,Rosa 'Sugar Baby',ARBUSTO
H09D,,Rosa sulphurea,ARBUSTO
B097A,,Rosa 'Sultane',ARBUSTO
A053A,,Rosa 'Sun Flare',ARBUSTO
B102,,Rosa 'Super Star',ARBUSTO
EB73B,,Rosa 'Susane Dot',ARBUSTO
EB70B,,Rosa 'Swan Lake',ARBUSTO
B014B,,Rosa 'Sweet Delight',ARBUSTO
A046,,Rosa 'Sweet Dream',ARBUSTO
D072A,,Rosa 'Sweet Home',ARBUSTO
EB69A,,Rosa 'T-316-MR',ARBUSTO
E016,,Rosa 'The Prince',ARBUSTO
B025A,,Rosa 'The Sun',ARBUSTO
FM12,,Rosa 'Tilt Symphonie',ARBUSTO
B108A,,Rosa 'Tobago',ARBUSTO
B107A,,Rosa 'Toni Lnander',ARBUSTO
C007J,,Rosa 'Tony Jacklin',ARBUSTO
C004E,,Rosa 'Tourmaline',ARBUSTO
B080A,,Rosa 'Trier 2.000',ARBUSTO
B069A,,Rosa 'Troika',ARBUSTO
H02D,,Rosa 'Tuscany',ARBUSTO
C002F,,Rosa 'Typhoo Tea',ARBUSTO
D046A,,Rosa 'Valencia',ARBUSTO
E009,,Rosa 'Vanity',ARBUSTO
D015B,,Rosa 'VEL13fswem Y1439',ARBUSTO
D078B,,Rosa 'VELmari Y 720',ARBUSTO
E034B,,Rosa 'VELmrora Y 1971',ARBUSTO
G03,,Rosa 'Velvet Cover',ARBUSTO
AB57A,,Rosa 'Victoria de los Ángeles Cl.',TAPIZANTE/TREPADORA
H07D,,Rosa 'Vierge de Cléry',ARBUSTO
A010,,Rosa 'Ville de Caen',ARBUSTO
E054A,,Rosa 'Ville de Roeulx',ARBUSTO
B097B,,Rosa 'Ville de Yerres',ARBUSTO
SP12,,Rosa villosa L.,ARBUSTO
D044B,,Rosa 'Violette Parfumé',ARBUSTO
D097A,,Rosa 'Virgo',ARBUSTO
E054B,,Rosa 'Frigga',ARBUSTO
A012B,Rosa 'VISpanicov',Rosa 'Mini Pinkie',ARBUSTO
EB70A,,Rosa 'Volare',ARBUSTO
SP25,,Rosa vosagiaca,ARBUSTO
A036,,Rosa 'Wendy Cussons',ARBUSTO
FLL06,,Rosa 'White Dorothy',ARBUSTO
H17B,,Rosa wichuraiana Crep.,ARBUSTO
H08G,,Rosa 'William Lobb',ARBUSTO
E061,,Rosa 'Winchester Cathedral',ARBUSTO
E008,,Rosa 'Windrush',ARBUSTO
C004F,,Rosa 'Winshoten',ARBUSTO
H20B,,Rosa x anemonoides 'Ramona',ARBUSTO
H07A,,Rosa x centifolia L.,ARBUSTO
H08A,,Rosa x centifolia 'Muscosa',ARBUSTO
SP28,,Rosa x damascena Miller,ARBUSTO
H03B,,Rosa x damascena 'Semperflorens',ARBUSTO
H03D,,Rosa x damascena 'Trigintipetala',ARBUSTO
FT03P,,Rosa x fortuniana,ARBUSTO
H12C,,Rosa x odorata Andrew.,ARBUSTO
H01B,,Rosa x richardii Rehder.,ARBUSTO
C003J,,Rosa 'Yellow Fairy',ARBUSTO
D107A,,Rosa 'Yellow Fleurette',ARBUSTO
B072B,,Rosa 'Yengo',ARBUSTO
PHPE_416,,Fuchsia magellanica,SUBTROPICAL/TROPICAL
D021,,Rosa 'Yumi Hit',ARBUSTO
EB68C,,Rosa 'Zéphirine Drouhin',ARBUSTO
D094A,,Rosa 'Zitronenjette',ARBUSTO
PHPE_077,,Carex oshimensis 'Evergold',HERB_PERENNES
PHPE_121,,Eupatorium maculatum 'Atropurpureum',HERB_PERENNES
ALAM,Alocasia 'Polly',Alocasia amazonica 'Polly',HERB_PERENNES
BOK,Bellervardina Kerst,Bouvardia 'Kerst' MIX,HERB_PERENNES
GPR,Gynura sarmentosa,Gynura procumbens,HERB_PERENNES
LYA,Selaginella apoda,Lycopodioides apoda,HERB_PERENNES
ST-306,,Fritillaria imperialis,SUBTROPICAL/TROPICAL
APG,,Apium graveolens,HERB_PERENNES
ATE,,Ajuga tenorei,HERB_PERENNES
ANGR,,Anethum graveolens,HERB_ANUAL
ADR,,Artemisia dracunculus,HERB_PERENNES
BEV,Acelga,Beta vulgaris,HERB_PERENNES
BOF,,Borago officinalis,HERB_PERENNES
CII,Achicoria,Cichorium intybus,HERB_ANUAL
COSA,,Coriandrum sativum,HERB_PERENNES
CCY,,Cuminum cyminum,HERB_ANUAL
LSA,Lechuga,Lactuca sativa,HERB_ANUAL
MCH,Manzanilla,Matricaria chamomilla,HERB_PERENNES
NOF,,Nasturtium officinale,HERB_PERENNES
ORVD,,Origanum vulgare 'Diabolo',HERB_PERENNES
ORK,,Origanum rotundifolium 'Kirigami',HERB_PERENNES
PSC,,Peperomia scandens,SUBTROPICAL/TROPICAL
PES,,Petroselinum sativum,HERB_PERENNES
PIAN,,Pimpinella anisum,HERB_PERENNES
PLEX,,Plectranthus sp,SUBTROPICAL/TROPICAL
PLEA,,Plectranthus argentatus 'Silver Crest',SUBTROPICAL/TROPICAL
PFO,,Pleione formosana,HERB_PERENNES
RLU,,Rumex lunaria,ARBUSTO
SOL,,Spinacia oleracea,HERB_ANUAL
SAF,,Stachys affinis,HERB_PERENNES
STCX,,Stachys sp,HERB_PERENNES
RAS,,Ranunculus asiaticus,HERB_ANUAL
SHH_012,,Begonia semperflorens 'Cocktail',HERB_ANUAL
PHPE_252,,Petunia 'Surfinia',HERB_ANUAL
ACT,Milenrama de flor amarilla,Achillea taygetea,HERB_PERENNES
PHPE_008,,Achillea 'Tutti Frutti Apricot Delight',HERB_PERENNES
PHPE_018,,Allium giganteum,HERB_PERENNES
TR-065,,Alocasia 'Portora',HERB_PERENNES
PHPE_031,,Aquilegia caerulea 'Kristall',HERB_PERENNES
AQX,Aguileña,Aquilegia sp,HERB_PERENNES
PHPE_036,,Armeria maritima 'Splendens',HERB_PERENNES
PHPE_048,,Aster novae-angliae 'And An Alma Pötschke',HERB_PERENNES
BEVI,,Begonia ‘Serie Viking’,HERB_ANUAL
NEX,,Nemesia sp,HERB_ANUAL
LSCO,,Leptostermum scoparium,HERB_PERENNES
MIX,,Mix flower,HERB_PERENNES
ASZ,Astilbe,Astilbe sp,HERB_PERENNES
TR-370,,Bambusa oldhamii,HERB_PERENNES
PHPE_060,,Brunnera macrohpylla 'Jack Frost',HERB_PERENNES
PHPE_070,,Campanula portenschlagiana 'Blue Gown',HERB_PERENNES
CAPE,Juncia péndula,Carex pendula,HERB_PERENNES
PHPE_081,,Centaurea dealbata,HERB_PERENNES
COR,Coreopsis,Coreopsis grandiflora,HERB_PERENNES
PHPE_090,,Crocosmia 'Carmine Briljant',HERB_PERENNES
PHPI_005,,Dianthus barbatus 'Monksilver Black',HERB_PERENNES
PHPE_111,,Echinacea purpurea 'Hot Summer',HERB_PERENNES
CHI,Cheiranthus Alhelí/Cheiranthus sp,Erysimum sp,HERB_PERENNES
EPZ,Epimedium,Epimedium sp,HERB_PERENNES
ERP,Salvia azul,Eranthemum pulchellum,HERB_PERENNES
PG_012,,Hakonechloa macra 'Aureola',HERB_PERENNES
PHPE_037,,Armeria maritima 'Splendens Perfecta',HERB_PERENNES
EUCH,Margarita amarilla,Euryops chrysanthemoides,HERB_PERENNES
SIX,Bambú fuente/Sinarundunaria sp,Fargesia sp,HERB_PERENNES
GARI,Gazania,Gazania rigens,HERB_PERENNES
PHPE_134,,Gaillardia grandiflora,HERB_PERENNES
PHPE_145,,Geranium sanguineum 'New Hampshire Purple',HERB_PERENNES
HES,Manzanilla bastarda,Helichrysum stoechas,HERB_PERENNES
HECH,Hertia,Hertia cheirifolia,HERB_PERENNES
PHPE_158,,Hemerocallis 'Chicago Apache',HERB_PERENNES
PHPE_165,,Hosta 'Anne',HERB_PERENNES
TR-236,,Ipomoea batatas 'Blackie',HERB_PERENNES
SHH_027,,Hypoestes 'Confetti',HERB_PERENNES
IRUN,Lirio de Argelia,Iris unguicularis,HERB_PERENNES
PHPE_185,,Iris pseudacorus 'Flore Plena',HERB_PERENNES
LIS,Serpentina,Liriope sp,HERB_PERENNES
PHPE_200,,Liatris spicata 'Kobold vegetative',HERB_PERENNES
FRAA,Fresno americano rojizo,Fraxinus americana 'Autumn Applause',FRONDOSA
PHPE_223,,Mazus radicans,HERB_PERENNES
MEX,Menta,Mentha sp,HERB_PERENNES
NYM,Nenúfar,Nymphaea sp,HERB_PERENNES
PPT,Costilla de Adán/Philodendron pertusum,Monstera adansonii,HERB_PERENNES
PI_046,,Monstera minima,HERB_PERENNES
ORNU,Estrella de Belén,Ornithogalum nutans,HERB_PERENNES
ST-111,,Pelargonium abrotanifolium,HERB_PERENNES
ST-120,,Pelargonium 'Claret Rock Unique',HERB_PERENNES
ST-132,,Pelargonium quercifolium,HERB_PERENNES
PHPE_244,,Panicum virgatum 'Heavy Metal',HERB_PERENNES
PHX,Flomis,Phlomis sp,HERB_PERENNES
PHPP,Melera / Mechera,Phlomis purpurea,HERB_PERENNES
TR-465,,Peperomia sp,SUBTROPICAL/TROPICAL
TR-406,,Physalis peruviana,HERB_PERENNES
RCM,Ricino,Ricinus communis,HERB_PERENNES
TR-056,,Plumeria rubra,HERB_PERENNES
PHPE_264,,Prunella grandiflora,HERB_PERENNES
PHPE_257,,Physostegia virginiana 'Miss Manners',HERB_PERENNES
SAZ,Santolinas,Santolina sp,ARBUSTO
ST-219,,Schizanthus wisetonensis,HERB_PERENNES
GPI,,Genista pilosa,
SPA,Bandera blanca,Spathiphyllum wallisii,HERB_PERENNES
TR-057,,Tabernaemontana corymbosa,HERB_PERENNES
PHPE_304,,Valeriana officinalis,HERB_PERENNES
PI_051,,Spathiphyllum 'Torelli',HERB_PERENNES
ZECI,Lirio de lluvia amarillo,Zephyranthes citrina,HERB_PERENNES
CACU,,Calamagrostis x acutiflora,HERB_PERENNES
BPS,,Ballota pseudodictamnus,HERB_PERENNES
BOS,Buganvilla de Santa Rita,Bougainvillea spectabilis,TAPIZANTE/TREPADORA
HAVI,Falsa zarzaparrilla,Hardenbergia violacea,TAPIZANTE/TREPADORA
LOE,Madreselva etrusca,Lonicera etrusca,TAPIZANTE/TREPADORA
FRV,Fresa silvestre,Fragaria vesca,TAPIZANTE/TREPADORA
VMIR,Hierba doncella 'Argenteovariegata',Vinca minor 'Argenteovariegata',TAPIZANTE/TREPADORA
CIAB,,Cistus 'Ann Baker',ARBUSTO
QUFB,Quejigo,Quercus faginea subsp. broteroi,FRONDOSA
SHH_003,,Anethum graveolens 'Dill Forrest',HERB_ANUAL
PHPE_201,,Liatris spicata 'Floristan Violett',HERB_PERENNES
IRGA,,Iris 'Golden Apple',HERB_PERENNES
AWIX,,Acalypha sp,SUBTROPICAL/TROPICAL
ACCR,,Achillea crithmifolia,HERB_PERENNES
ACCO,,Achillea coarctata,HERB_PERENNES
IRS,,Iris sibirica,HERB_PERENNES
STS,,Stenotaphrum secundatum,HERB_PERENNES
TUX,,Tulbaghia sp,HERB_PERENNES
MRE,,Mazus reptans,HERB_PERENNES
PIOF,,Pilosella officinarum,HERB_PERENNES
RHX,,Rhodanthemum sp,HERB_PERENNES
ARFR,,Argyranthemum frutescens,HERB_PERENNES
PHPE_320,,Begonia x hybrida,HERB_ANUAL
CASI,,Callistephus × sinensis,SUBTROPICAL/TROPICAL
PHPE_321,Pimiento,Capsicum annuum,HERB_ANUAL
DCAR,,Daucus carota,HERB_ANUAL
DCAP,,Diascia capsularis,HERB_PERENNES
DIR,,Dichondra repens,HERB_PERENNES
PHPE_322,,Helenium aromaticum,HERB_PERENNES
ST-246,,Helichrysum bracteatum,HERB_PERENNES
ST-247,,Helichrysum petiolare,HERB_PERENNES
PHPI_098,,Heuchera x hybrida,HERB_PERENNES
TR-452,,Ipomoea batatas,HERB_PERENNES
LPU,,Lablab purpureus,HERB_PERENNES
MID,,Micromeria douglasii,HERB_PERENNES
PAMA,,Pallenis maritima,HERB_PERENNES
PEGL,,Miscanthus glaucum,HERB_PERENNES
PEF,,Perilla frutescens,HERB_PERENNES
PHPE_323,,Petunia x Calibrachoa,HERB_ANUAL
PHSC,,Phyla scaberrima,HERB_PERENNES
PHPE_130,,Foeniculum vulgare 'Giant Bronze',HERB_PERENNES
TR-453,,Solanum lycopersicum,HERB_ANUAL
TR-454,Berenjena,Solanum melongena,ARBUSTO
STRE,,Stevia rebaudiana,HERB_PERENNES
SHH_034,,Tagetes filifolia,HERB_ANUAL
SHH_035,,Tagetes lucida,HERB_ANUAL
FRU,Ficus herrumbroso,Ficus rubiginosa,SUBTROPICAL/TROPICAL
PHPE_325,,Agastache x hybrida,HERB_PERENNES
ALRO,,Alcea rosea,HERB_PERENNES
PHPE_327,,Allium cepa,HERB_PERENNES
ARH,,Arachis hypogaea,HERB_PERENNES
CUS,,Cucumis sativus,HERB_ANUAL
PHPE_328,,Dianthus caryophyllus,HERB_PERENNES
CA-425,,Euphorbia graminea,HERB_PERENNES
GOA,,Gomphrena globosa,HERB_PERENNES
GOP,,Gomphrena pulchella,HERB_PERENNES
TR-455,,Iresine herbstii,HERB_PERENNES
PHVU,,Phaseolus vulgaris,HERB_ANUAL
PISA,,Pisum sativum,HERB_ANUAL
PHPE_329,Salvia ‘Big blue’; Salvia 'PAS1246577',Salvia longispicata x farinacea,HERB_PERENNES
TRP,,Tragopogon porrifolius,HERB_PERENNES
ZEM,,Zea mays,HERB_ANUAL
PHPE_330,,Zinnia angustifolia,HERB_PERENNES
PHPE_331,,Zinnia angustifolia x Zinnia violacea,HERB_PERENNES
PLCOLECC,,PLANTA COLECCION,HERB_PERENNES
PHPE_332,,Achillea alpina,HERB_PERENNES
PHPE_333,,Achillea clypeolata,HERB_PERENNES
PHPE_334,,Achillea tomentosa,HERB_PERENNES
PHPE_335,,Alchemilla erythropoda,HERB_PERENNES
PHPE_336,,Alstroemeria ligtu,HERB_ANUAL
PHPE_337,,Aristea ecklonii,HERB_PERENNES
PHPE_338,,Artemisia ludoviciana,HERB_PERENNES
CCX,,Crocosmia sp,HERB_PERENNES
TR-457,,Euphorbia × martini ,HERB_PERENNES
PHPE_340,,Eurybia divaricata,HERB_PERENNES
PHPE_401,,Falkia repens,HERB_PERENNES
PHPE_341,,Festuca cinerea,HERB_PERENNES
PHPE_344,,Iris japonica ,HERB_PERENNES
PHPE_345,,Iris lutescens,HERB_PERENNES
PHPE_346,,Iris pumila,HERB_PERENNES
PHPE_347,,Iris spuria,HERB_PERENNES
PHPE_348,,Lilium formosanum,HERB_PERENNES
PHPE_349,,Lilium philippinense,HERB_PERENNES
PHPE_350,,Lupinus polyphyllus,HERB_PERENNES
MTC,,Matricaria tchihatchewii ,HERB_PERENNES
PHPE_351,,Muscari armeniacum,HERB_PERENNES
PG_23,,Phalaris arundinacea,HERB_PERENNES
PHPE_352,,Salvia canariensis,HERB_PERENNES
VIFA,,Vicia faba,HERB_ANUAL
PHPE_353,,Viola sororia ,HERB_ANUAL
TR-458,,Aglaonema commutatum,SUBTROPICAL/TROPICAL
ST-248,,Abelia parvifolia ,ARBUSTO
ST-249,,Asparagus densiflorus,HERB_PERENNES
ST-250,,Asplenium viviparum,SUBTROPICAL/TROPICAL
ST-251,,Callistephus chinensis,SUBTROPICAL/TROPICAL
TR-459,,Impatiens x hybrida,HERB_ANUAL
PHPE_402,,Monarda fistulosa,HERB_PERENNES
SHH_037,,Ocimum americanum,HERB_PERENNES
SHH_038,,Ocimum tenuiflorum,HERB_PERENNES
ST-252,,Osteospermum x hybrida,HERB_PERENNES
RGR,,Ruta graveolens,HERB_PERENNES
SHH_039,,Satureja hortensis,HERB_PERENNES
SHH_040,,Satureja montana,HERB_PERENNES
SHH_041,,Satureja spicigera,HERB_PERENNES
SHH_042,,Scorzonera hispanica,HERB_PERENNES
SHH_43,,Zehneria scabra,TAPIZANTE/TREPADORA
PHPE_404,,Zinnia angustifolia x Zinnia elegans,HERB_PERENNES
ST-253,Manzanilla,Chamaemelum nobile,SUBTROPICAL/TROPICAL
ST-254,,Dymondia margaretae,SUBTROPICAL/TROPICAL
TR-460,,Leptinella squalida,HERB_PERENNES
TR-461,,Meconopsis betonicifolia,HERB_PERENNES
TR-462,,Aristotelia chilensis,SUBTROPICAL/TROPICAL
ARB,Arabis,Arabis caucasica,TAPIZANTE/TREPADORA
CRLR,,Crataegus laevigata var. roseoplena,FRONDOSA
PORE,,Platycladus orientalis 'Elegantissima',CONIFERA
RCAR,,Rosa 'Carina',ARBUSTO
RMAR,,Rosa 'Martina',ARBUSTO
RJUB,,Rosa 'Jubile du Prince de Monaco',ARBUSTO
RPJA,,Rosa 'Prince Jardiner',ARBUSTO
RFLA,,Rosa 'Flamenca',ARBUSTO
RMAT,,Rosa 'Matilda',ARBUSTO
RSBO,,Rosa 'Scarlet Bonica',ARBUSTO
RAUE,,Rosa 'Auguste Escoffier',ARBUSTO
RONH,,Rosa 'Nicolas Hulot',ARBUSTO
FRL,Higuera sagrada,Ficus religiosa,SUBTROPICAL/TROPICAL
B023B,,Rosa 'Iris',ARBUSTO
SJPU,Acacia del Japón/Sophora japonica,Styphnolobium japonicum var. pubescens,FRONDOSA
D026B,,Rosa 'Auguste Renoir',ARBUSTO
PHPE_289,,Solidago 'Fireworks',HERB_PERENNES
PHPE_405,,Allium ramosum,HERB_PERENNES
PHPE_406,,Allium schoenoprasum,HERB_PERENNES
ST-256,,Aralia cordata,SUBTROPICAL/TROPICAL
PHPE_407,,Aster amellus,HERB_PERENNES
ST-257,,Billbergia nutans,SUBTROPICAL/TROPICAL
PHPE_408,,Calamagrostis sp,HERB_PERENNES
PHPE_409,,Campanula portenschlagiana,HERB_PERENNES
PHPE_410,,Centaurea benedicta ,HERB_PERENNES
PHPE_411,,Dianthus barbatus,HERB_PERENNES
PHPE_412,,Eupatorium cannabinum ,HERB_PERENNES
PHPE_413,,Festuca amethystina,HERB_PERENNES
PHPE_414,,Festuca mairei,HERB_PERENNES
PHPE_415,Hinojo,Foeniculum vulgare,HERB_PERENNES
PHPE_417,,Fuchsia procumbens,HERB_PERENNES
PHPE_418,,Geranium macrorrhizum,HERB_PERENNES
PI_038,,Gloriosa superba,SUBTROPICAL/TROPICAL
PHPI_018,,Hemerocallis x hybrida,HERB_PERENNES
PHPE_419,,Hypericum perforatum,HERB_PERENNES
PHPE_420,,Iris laevigata,HERB_PERENNES
PHPE_421,,Leucanthemum × superbum polaris,HERB_PERENNES
PHPE_422,,Linum grandiflorum,HERB_PERENNES
PHPE_423,,Lupinus sp,HERB_PERENNES
MAS,,Malva sylvestris,HERB_PERENNES
MERE,,Mentha requienii,HERB_PERENNES
PHPE_425,,Penstemon hartwegii,HERB_PERENNES
PHPE_426,,Platycodon grandiflorus,HERB_PERENNES
PREL,,Primula elatior,HERB_ANUAL
PHPE_427,,Rheum nobile,ARBUSTO
PHPE_428,,Rheum officinale,ARBUSTO
SHH_043,,Rudbeckia hirta,HERB_PERENNES
PHPE_429,,Salvia argentea,HERB_PERENNES
PHPE_430,,Scabiosa ochroleuca,HERB_PERENNES
SIA,,Sisyrinchium angustifolium,HERB_PERENNES
PHPE_431,,Solidago canadensis,HERB_PERENNES
STG,,Stipa globosa,HERB_PERENNES
PHPE_432,,Thymus hyemalis,HERB_PERENNES
PHPE_434,,Veronica fruticulosa,ARBUSTO
SHH_044,,Viola corsica,HERB_ANUAL
CA-426,,Yucca baccata,HERB_PERENNES
CA-427,,Yucca filamentosa,HERB_PERENNES
E046,,Rosa 'Doris Tysterman',ARBUSTO
PHPE_435,,Acaena myriophylla,HERB_PERENNES
PHPE_436,,Acaena novae-zelandiae,HERB_PERENNES
PHPE_437,,Acinos alpinus,HERB_PERENNES
PHPE_439,,Alonsoa meridionalis,HERB_PERENNES
PHPE_440,,Amomum subulatum,HERB_PERENNES
PHPE_441,,Amorpha canescens,HERB_PERENNES
PHPE_442,,Anthericum liliago,HERB_PERENNES
PHPE_443,,Anthericum ramosum,HERB_PERENNES
PHPE_444,,Anthoxanthum odoratum,HERB_PERENNES
PHPE_445,,Argemone polyanthemos,HERB_PERENNES
PHPE_446,,Barbarea vulgaris,HERB_PERENNES
PHPE_447,,Bulbine frutescens ,HERB_PERENNES
PHPE_448,,Caltha palustris,HERB_PERENNES
PHPE_449,,Cardiocrinum giganteum,HERB_PERENNES
PHPE_450,,Cardiospermum halicacabum,HERB_PERENNES
PHPE_451,,Carlina acanthifolia,HERB_PERENNES
PHPE_452,,Carlina acaulis,HERB_PERENNES
PHPE_453,,Carthamus tinctorius,HERB_PERENNES
STV-001,,Cephalaria radiata,HERB_PERENNES
ST-258,,Chenopodium quinoa,SUBTROPICAL/TROPICAL
ST-259,,Chionochloa conspicua,SUBTROPICAL/TROPICAL
ST-260,,Chionochloa flavicans,SUBTROPICAL/TROPICAL
ST-261,,Convallaria majalis,SUBTROPICAL/TROPICAL
TR-335,,Ficus maclellandii 'Alii',SUBTROPICAL/TROPICAL
ST-263,,Crambe maritima,SUBTROPICAL/TROPICAL
ST-264,,Darmera peltata,SUBTROPICAL/TROPICAL
ST-266,,Eremurus x isabellinus,SUBTROPICAL/TROPICAL
ST-267,,Eremurus aitchisonii,SUBTROPICAL/TROPICAL
ST-268,,Eremurus robustus,SUBTROPICAL/TROPICAL
ST-269,,Eschscholzia californica,SUBTROPICAL/TROPICAL
ST-270,,Ferula communis,SUBTROPICAL/TROPICAL
ST-271,,Galega officinalis,SUBTROPICAL/TROPICAL
ST-272,,Graptopetalum paraguayense,SUBTROPICAL/TROPICAL
ST-273,,Hesperis matronalis,SUBTROPICAL/TROPICAL
ST-275,,Kalimeris incisa,SUBTROPICAL/TROPICAL
ST-276,,Leonurus cardiaca,SUBTROPICAL/TROPICAL
ST-277,,Leonurus japonicus,SUBTROPICAL/TROPICAL
ST-278,,Leucojum vernum,SUBTROPICAL/TROPICAL
ST-279,,Linaria maroccana ,SUBTROPICAL/TROPICAL
ST-281,,Lycopus europaeus,HERB_PERENNES
ST-283,,Mertensia maritima,SUBTROPICAL/TROPICAL
ST-284,,Meum athamanticum,HERB_PERENNES
ST-285,,Nephopteris maxonii ,SUBTROPICAL/TROPICAL
ST-286,,Nerine bowdenii,SUBTROPICAL/TROPICAL
ST-287,,Peucedanum ostruthium,SUBTROPICAL/TROPICAL
ST-288,,Phaenosperma globosa,SUBTROPICAL/TROPICAL
ST-289,,Rhaponticum scariosum,HERB_PERENNES
CA-428,,Rhipsalis sp,CACTACEA/SUCULENTA
ST-290,,Rohdea japonica,SUBTROPICAL/TROPICAL
ST-291,,Sanguisorba minor,HERB_PERENNES
ST-292,,Schizachyrium scoparium,HERB_PERENNES
ST-293,,Scilla mischtschenkoana,HERB_PERENNES
ST-294,,Scilla siberica ,HERB_PERENNES
ST-295,,Silene uniflora,HERB_PERENNES
ST-296,,Smyrnium olusatrum,HERB_PERENNES
ST-297,,Symphyotrichum ericoides,SUBTROPICAL/TROPICAL
ST-298,,Taraxacum pseudoroseum,HERB_PERENNES
ST-299,,Tricyrtis hirta,HERB_PERENNES
ST-300,,Trollius chinensis,HERB_PERENNES
